taxonID,scientificName,Cabinet,subfamily,tribe,subgenus,author,taxonRank,genus,specificEpithet,infraspecificEpithet
BEMPIM,Bembidion pimanum,6,Trechinae,Bembidiini,Notaphus,Casey,species,Bembidion,pimanum,
BEMPLA1,Bembidion placeranum,6,Trechinae,Bembidiini,Plataphus,Casey,species,Bembidion,placeranum,
BEMPLA2,Bembidion plagiatum,6,Trechinae,Bembidiini,Peryphus,Zimmermann,species,Bembidion,plagiatum,
BEMPLA3,Bembidion planatum,6,Trechinae,Bembidiini,Melomalus,LeConte,species,Bembidion,planatum,
BEMPLA4,Bembidion planiusculum,6,Trechinae,Bembidiini,Plataphus,Mannerheim,species,Bembidion,planiusculum,
BEMPLA5,Bembidion planum,6,Trechinae,Bembidiini,Trichoplataphus,Haldeman,species,Bembidion,planum,
BEMPLA6,Bembidion platynoides,6,Trechinae,Bembidiini,Peryphanes,Hayward,species,Bembidion,platynoides,
BEMPOC,Bembidion poculare,6,Trechinae,Bembidiini,Cyclolopha,Bates,species,Bembidion,poculare,
BEMPOP,Bembidion poppii schalleri,6,Trechinae,Bembidiini,Peryphus,Lindroth,subspecies,Bembidion,poppii,schalleri
BEMPOP1,Bembidion poppii,6,Trechinae,Bembidiini,Peryphus,Netolitzky,species,Bembidion,poppii,
BEMPOP2,Bembidion poppii poppii,6,Trechinae,Bembidiini,Peryphus,Netolitzky,subspecies,Bembidion,poppii,poppii
BEMPOP3,Bembidion poppii eugenes,6,Trechinae,Bembidiini,Peryphus,Jedlicka,subspecies,Bembidion,poppii,eugenes
BEMPOP4,Bembidion poppii pohlai,6,Trechinae,Bembidiini,Peryphus,Kirschenhofer,subspecies,Bembidion,poppii,pohlai
BEMPOR,Bembidion portoricense,6,Trechinae,Bembidiini,,Darlington,species,Bembidion,portoricense,
BEMPOS,Bembidion postremum,6,Trechinae,Bembidiini,Asioperyphus,Say,species,Bembidion,postremum,
BEMPRA1,Bembidion praecinctum,6,Trechinae,Bembidiini,Bembidion,LeConte,species,Bembidion,praecinctum,
BEMPRA2,Bembidion praticola,6,Trechinae,Bembidiini,Semicampa,Lindroth,species,Bembidion,praticola,
BEMPRO,Bembidion properans,6,Trechinae,Bembidiini,Metallina,Stephens,species,Bembidion,properans,
BEMPSE1,Bembidion pseudocautum,6,Trechinae,Bembidiini,Trepanedoris,Lindroth,species,Bembidion,pseudocautum,
BEMPUN,Bembidion punctatostriatum,6,Trechinae,Bembidiini,Bracteon,Say,species,Bembidion,punctatostriatum,
BEMQUA,Bembidion quadrimaculatum,6,Trechinae,Bembidiini,Bembidion,Linnaeus,species,Bembidion,quadrimaculatum,
BEMQUA1,Bembidion quadratulum,6,Trechinae,Bembidiini,Hydriomicrus,Notman,species,Bembidion,quadratulum,
BEMQUA2,Bembidion quadrifoveolatum,6,Trechinae,Bembidiini,Plataphus,Mannerheim,species,Bembidion,quadrifoveolatum,
BEMQUA3,Bembidion quadrimaculatum dubitans,6,Trechinae,Bembidiini,Bembidion,LeConte,subspecies,Bembidion,quadrimaculatum,dubitans
BEMQUA4,Bembidion quadrimaculatum oppositum,6,Trechinae,Bembidiini,Bembidion,Say,subspecies,Bembidion,quadrimaculatum,oppositum
BEMQUA5,Bembidion quadrulum,6,Trechinae,Bembidiini,Hirmoplataphus,LeConte,species,Bembidion,quadrulum,
BEMQUA6,Bembidion quadrimaculatum quadrimaculatum,6,Trechinae,Bembidiini,Bembidion,Linnaeus,subspecies,Bembidion,quadrimaculatum,quadrimaculatum
BEMRAP,Bembidion rapidum,6,Trechinae,Bembidiini,Notaphus,LeConte,species,Bembidion,rapidum,
BEMREC,Bembidion recticolle,6,Trechinae,Bembidiini,Hirmoplataphus,LeConte,species,Bembidion,recticolle,
BEMREN,Bembidion renoanum,6,Trechinae,Bembidiini,Asioperyphus,Casey,species,Bembidion,renoanum,
BEMROB,Bembidion robusticolle,6,Trechinae,Bembidiini,Odontium,Hayward,species,Bembidion,robusticolle,
BEMROL,Bembidion rolandi,6,Trechinae,Bembidiini,Trichoplataphus,Fall,species,Bembidion,rolandi,
BEMROO,Bembidion roosevelti,6,Trechinae,Bembidiini,Semicampa,Pic,species,Bembidion,roosevelti,
BEMROS,Bembidion rosslandicum,6,Trechinae,Bembidiini,Plataphus,Lindroth,species,Bembidion,rosslandicum,
BEMROT,Bembidion rothfelsi,6,Trechinae,Bembidiini,Pseudoperyphus,Maddison,species,Bembidion,rothfelsi,
BEMRUB,Bembidion rubiginosum,6,Trechinae,Bembidiini,Semicampa,LeConte,species,Bembidion,rubiginosum,
BEMRUD,Bembidion rude,6,Trechinae,Bembidiini,,Sharp,species,Bembidion,rude,
BEMRUF1,Bembidion rufinum,6,Trechinae,Bembidiini,Plataphus,Lindroth,species,Bembidion,rufinum,
BEMRUF2,Bembidion rufotinctum,6,Trechinae,Bembidiini,Pseudoperyphus,Chaudoir,species,Bembidion,rufotinctum,
BEMRUP,Bembidion rupicola,6,Trechinae,Bembidiini,Peryphus,Kirby,species,Bembidion,rupicola,
BEMRUS,Bembidion rusticum,6,Trechinae,Bembidiini,Plataphus,Casey,species,Bembidion,rusticum,
BEMRUS1,Bembidion rusticum lenensoides,6,Trechinae,Bembidiini,Plataphus,Lindroth,subspecies,Bembidion,rusticum,lenensoides
BEMRUS2,Bembidion rusticum rusticum,6,Trechinae,Bembidiini,Plataphus,Casey,subspecies,Bembidion,rusticum,rusticum
BEMSAL1,Bembidion salebratum,6,Trechinae,Bembidiini,Hirmoplataphus,LeConte,species,Bembidion,salebratum,
BEMSAL2,Bembidion salinarium,6,Trechinae,Bembidiini,Peryphodes,Casey,species,Bembidion,salinarium,
BEMSAR,Bembidion sarpedon,6,Trechinae,Bembidiini,Peryphus,Casey,species,Bembidion,sarpedon,
BEMSAT,Bembidion satelles,6,Trechinae,Bembidiini,Peryphus,Casey,species,Bembidion,satelles,
BEMSCE,Bembidion scenicum,6,Trechinae,Bembidiini,Trepanedoris,Casey,species,Bembidion,scenicum,
BEMSCI,Bembidion scintillans,6,Trechinae,Bembidiini,Notaphus,Bates,species,Bembidion,scintillans,
BEMSCO,Bembidion scopulinum,6,Trechinae,Bembidiini,Ocydromus,Kirby,species,Bembidion,scopulinum,
BEMSCU1,Bembidion scudderi,6,Trechinae,Bembidiini,Notaphus,LeConte,species,Bembidion,scudderi,
BEMSCU2,Bembidion sculpturatum,6,Trechinae,Bembidiini,Odontium,Motschulsky,species,Bembidion,sculpturatum,
BEMSEJ,Bembidion sejunctum,6,Trechinae,Bembidiini,Peryphus,Casey,species,Bembidion,sejunctum,
BEMSEJ1,Bembidion sejunctum sejunctum,6,Trechinae,Bembidiini,Peryphus,Casey,subspecies,Bembidion,sejunctum,sejunctum
BEMSEJ2,Bembidion sejunctum semiaureum,6,Trechinae,Bembidiini,Peryphus,Fall,subspecies,Bembidion,sejunctum,semiaureum
BEMSEM1,Bembidion semicinctum,6,Trechinae,Bembidiini,Semicampa,Notman,species,Bembidion,semicinctum,
BEMSEM2,Bembidion semiopacum,6,Trechinae,Bembidiini,Notaphus,Casey,species,Bembidion,semiopacum,
BEMSEM3,Bembidion semipunctatum,6,Trechinae,Bembidiini,Notaphus,Donovan,species,Bembidion,semipunctatum,
BEMSEM4,Bembidion semistriatum,6,Trechinae,Bembidiini,Hydriomicrus,Haldeman,species,Bembidion,semistriatum,
BEMSIE,Bembidion sierricola,6,Trechinae,Bembidiini,Plataphus,Casey,species,Bembidion,sierricola,
BEMSIM,Bembidion simplex,6,Trechinae,Bembidiini,Plataphus,Hayward,species,Bembidion,simplex,
BEMSIT,Bembidion siticum,6,Trechinae,Bembidiini,Trepanedoris,Casey,species,Bembidion,siticum,
BEMSMA,Bembidion smaragdinum,6,Trechinae,Bembidiini,,Sharp,species,Bembidion,smaragdinum,
BEMSOR,Bembidion sordidum,6,Trechinae,Bembidiini,Asioperyphus,Kirby,species,Bembidion,sordidum,
BEMSP,Bembidion (Hirmoplataphus) sp.,6,Trechinae,Bembidiini,Hirmoplataphus,Lindroth,subgenus,Bembidion,sp.,
BEMSP1,Bembidion (Hydriomicrus) sp.,6,Trechinae,Bembidiini,Hydriomicrus,Casey,subgenus,Bembidion,sp.,
BEMSP10,Bembidion (Terminophanes) sp.,6,Trechinae,Bembidiini,Terminophanes,Müller-Motzfeld,subgenus,Bembidion,sp.,
BEMSP11,Bembidion (Asioperyphus) sp.,6,Trechinae,Bembidiini,Asioperyphus,Vysoký,subgenus,Bembidion,sp.,
BEMSP12,Bembidion (Peryphanes) sp.,6,Trechinae,Bembidiini,Peryphanes,Jeannel,subgenus,Bembidion,sp.,
BEMSP13,Bembidion (Testediolum) sp.,6,Trechinae,Bembidiini,Testediolum,Ganglbauer,subgenus,Bembidion,sp.,
BEMSP14,Bembidion (Leuchydrium) sp.,6,Trechinae,Bembidiini,Leuchydrium,Casey,subgenus,Bembidion,sp.,
BEMSP15,Bembidion (Bembidion) sp.,6,Trechinae,Bembidiini,Bembidion,Latreille,subgenus,Bembidion,sp.,
BEMSP16,Bembidion (Cyclolopha) sp.,6,Trechinae,Bembidiini,Cyclolopha,Casey,subgenus,Bembidion,sp.,
BEMSP17,Bembidion (Furcacampa) sp.,6,Trechinae,Bembidiini,Furcacampa,Netolitzky,subgenus,Bembidion,sp.,
BEMSP18,Bembidion (Neobembidion) sp.,6,Trechinae,Bembidiini,Neobembidion,Bousquet,subgenus,Bembidion,sp.,
BEMSP19,Bembidion (Diplocampa) sp.,6,Trechinae,Bembidiini,Diplocampa,Bedel,subgenus,Bembidion,sp.,
BEMSP2,Bembidion (Odontium) sp.,6,Trechinae,Bembidiini,Odontium,LeConte,subgenus,Bembidion,sp.,
BEMSP20,Bembidion (Semicampa) sp.,6,Trechinae,Bembidiini,Semicampa,Netolitzky,subgenus,Bembidion,sp.,
BEMSP21,Bembidion (Notaphus) sp.,6,Trechinae,Bembidiini,Notaphus,Dejean,subgenus,Bembidion,sp.,
BEMSP22,Bembidion (Trepanedoris) sp.,6,Trechinae,Bembidiini,Trepanedoris,Netolitzky,subgenus,Bembidion,sp.,
BEMSP23,Bembidion (Peryphodes) sp.,6,Trechinae,Bembidiini,Peryphodes,Casey,subgenus,Bembidion,sp.,
BEMSP24,Bembidion (Emphanes) sp.,6,Trechinae,Bembidiini,Emphanes,Motschulsky,subgenus,Bembidion,sp.,
BEMSP25,Bembidion (Blepharoplataphus) sp.,6,Trechinae,Bembidiini,Blepharoplataphus,Netolitzky,subgenus,Bembidion,sp.,
BEMSP26,Bembidion (Plataphus) sp.,6,Trechinae,Bembidiini,Plataphus,Motschulsky,subgenus,Bembidion,sp.,
BEMSP27,Bembidion (Hydrium) sp.,6,Trechinae,Bembidiini,Hydrium,LeConte,subgenus,Bembidion,sp.,
BEMSP28,Bembidion (Metallina) sp.,6,Trechinae,Bembidiini,Metallina,Motschulsky,subgenus,Bembidion,sp.,
BEMSP29,Bembidion (Lindrochthus) sp.,6,Trechinae,Bembidiini,Lindrochthus,Maddison,subgenus,Bembidion,sp.,
BEMSP3,Bembidion (Bracteon) sp.,6,Trechinae,Bembidiini,Bracteon,Bedel,subgenus,Bembidion,sp.,
BEMSP30,Bembidion (Eupetedromus) sp.,6,Trechinae,Bembidiini,Eupetedromus,Netolitzky,subgenus,Bembidion,sp.,
BEMSP31,Bembidion (Trechonepha) sp.,6,Trechinae,Bembidiini,Trechonepha,Casey,subgenus,Bembidion,sp.,
BEMSP32,Bembidion (Liocosmius) sp.,6,Trechinae,Bembidiini,Liocosmius,Casey,subgenus,Bembidion,sp.,
BEMSP33,Bembidion (Melomalus) sp.,6,Trechinae,Bembidiini,Melomalus,Casey,subgenus,Bembidion,sp.,
BEMSP34,Bembidion (Trichoplataphus) sp.,6,Trechinae,Bembidiini,Trichoplataphus,Netolitzky,subgenus,Bembidion,sp.,
BEMSP35,Bembidion (Phyla) sp.,6,Trechinae,Bembidiini,Phyla,Motschulsky,subgenus,Bembidion,sp.,
BEMSP36,Bembidion (Lymnaeum) sp.,6,Trechinae,Bembidiini,Lymnaeum,Stephens,subgenus,Bembidion,sp.,
BEMSP37,Bembidion sp.,6,Trechinae,Bembidiini,,Latreille,genus,Bembidion,sp.,
BEMSP38,Bembidiini sp.,#N/A,Trechinae,Bembidiini,,Stephens,tribe,,sp.,
BEMSP4,Bembidion (Ochthedromus) sp.,6,Trechinae,Bembidiini,Ochthedromus,LeConte,subgenus,Bembidion,sp.,
BEMSP5,Bembidion (Pseudoperyphus) sp.,6,Trechinae,Bembidiini,Pseudoperyphus,Hatch,subgenus,Bembidion,sp.,
BEMSP6,Bembidion (Cillenus) sp.,6,Trechinae,Bembidiini,Cillenus,Samouelle,subgenus,Bembidion,sp.,
BEMSP7,Bembidion (Actedium) sp.,6,Trechinae,Bembidiini,Actedium,Motschulsky,subgenus,Bembidion,sp.,
BEMSP8,Bembidion (Ocydromus) sp.,6,Trechinae,Bembidiini,Ocydromus,Clairville,subgenus,Bembidion,sp.,
BEMSP9,Bembidion (Peryphus) sp.,6,Trechinae,Bembidiini,Peryphus,Dejean,subgenus,Bembidion,sp.,
BEMSPA,Bembidion sparsum,6,Trechinae,Bembidiini,,Bates,species,Bembidion,sparsum,
BEMSPH,Bembidion sphaeroderum,6,Trechinae,Bembidiini,Cyclolopha,Bates,species,Bembidion,sphaeroderum,
BEMSTE,Bembidion stephensii,6,Trechinae,Bembidiini,Peryphanes,Crotch,species,Bembidion,stephensii,
BEMSTI,Bembidion stillaguamish,6,Trechinae,Bembidiini,Plataphus,Hatch,species,Bembidion,stillaguamish,
BEMSTR,Bembidion striola,6,Trechinae,Bembidiini,Peryphus,LeConte,species,Bembidion,striola,
BEMSUB,Bembidion submaculatum,6,Trechinae,Bembidiini,,Bates,species,Bembidion,submaculatum,
BEMSUB1,Bembidion subaerarium,6,Trechinae,Bembidiini,Hirmoplataphus,Casey,species,Bembidion,subaerarium,
BEMSUB2,Bembidion subangustatum,6,Trechinae,Bembidiini,Peryphanes,Hayward,species,Bembidion,subangustatum,
BEMSUL,Bembidion sulcipenne,6,Trechinae,Bembidiini,Plataphus,Sahlberg,species,Bembidion,sulcipenne,
BEMSUL1,Bembidion sulcipenne hyperboroides,6,Trechinae,Bembidiini,Plataphus,Lindroth,subspecies,Bembidion,sulcipenne,hyperboroides
BEMSUL2,Bembidion sulcipenne prasinoides,6,Trechinae,Bembidiini,Plataphus,Lindroth,subspecies,Bembidion,sulcipenne,prasinoides
BEMSUL3,Bembidion sulcipenne sulcipenne,6,Trechinae,Bembidiini,Plataphus,Sahlberg,subspecies,Bembidion,sulcipenne,sulcipenne
BEMTEN,Bembidion tencenti,6,Trechinae,Bembidiini,Neobembidion,Hatch,species,Bembidion,tencenti,
BEMTER,Bembidion teres,6,Trechinae,Bembidiini,,Blackburn,species,Bembidion,teres,
BEMTET,Bembidion tetracolum tetracolum,6,Trechinae,Bembidiini,Peryphus,Say,subspecies,Bembidion,tetracolum,tetracolum
BEMTET1,Bembidion tetracolum,6,Trechinae,Bembidiini,Peryphus,Say,species,Bembidion,tetracolum,
BEMTEX,Bembidion texanum,6,Trechinae,Bembidiini,Peryphanes,Chaudoir,species,Bembidion,texanum,
BEMTIG,Bembidion tigrinum,6,Trechinae,Bembidiini,Leuchydrium,LeConte,species,Bembidion,tigrinum,
BEMTIM,Bembidion timidum,6,Trechinae,Bembidiini,Furcacampa,LeConte,species,Bembidion,timidum,
BEMTRA,Bembidion transparens,6,Trechinae,Bembidiini,Diplocampa,Gebler,species,Bembidion,transparens,
BEMTRA1,Bembidion transparens transparens,6,Trechinae,Bembidiini,Diplocampa,Gebler,subspecies,Bembidion,transparens,transparens
BEMTRA2,Bembidion transversale,6,Trechinae,Bembidiini,Peryphus,Dejean,species,Bembidion,transversale,
BEMTRE,Bembidion trechiforme,6,Trechinae,Bembidiini,Trechonepha,LeConte,species,Bembidion,trechiforme,
BEMTRI,Bembidion triviale,6,Trechinae,Bembidiini,Furcacampa,Casey,species,Bembidion,triviale,
BEMULK,Bembidion ulkei,6,Trechinae,Bembidiini,Testediolum,Lindroth,species,Bembidion,ulkei,
BEMUMB,Bembidion umbratum,6,Trechinae,Bembidiini,Notaphus,LeConte,species,Bembidion,umbratum,
BEMUMI,Bembidion umiatense,6,Trechinae,Bembidiini,Asioperyphus,Lindroth,species,Bembidion,umiatense,
BEMVAN,Bembidion vandykei,6,Trechinae,Bembidiini,Plataphus,Blaisdell,species,Bembidion,vandykei,
BEMVAR,Bembidion variegatum,6,Trechinae,Bembidiini,Eupetedromus,Say,species,Bembidion,variegatum,
BEMVER1,Bembidion versicolor,6,Trechinae,Bembidiini,Furcacampa,LeConte,species,Bembidion,versicolor,
BEMVER2,Bembidion versutum,6,Trechinae,Bembidiini,Notaphus,LeConte,species,Bembidion,versutum,
BEMVIA,Bembidion viator,6,Trechinae,Bembidiini,Plataphus,Casey,species,Bembidion,viator,
BEMVIL,Bembidion vile,6,Trechinae,Bembidiini,Emphanes,LeConte,species,Bembidion,vile,
BEMVIR,Bembidion viridicolle,6,Trechinae,Bembidiini,Notaphus,LaFerte-Senectere,species,Bembidion,viridicolle,
BEMVIV,Bembidion vividum,6,Trechinae,Bembidiini,Notaphus,Casey,species,Bembidion,vividum,
BEMVUL,Bembidion vulpecula,6,Trechinae,Bembidiini,Notaphus,Casey,species,Bembidion,vulpecula,
BEMWIC,Bembidion wickhami,6,Trechinae,Bembidiini,Lindrochthus,Hayward,species,Bembidion,wickhami,
BEMYUK,Bembidion yukonum,6,Trechinae,Bembidiini,Peryphanes,Fall,species,Bembidion,yukonum,
BEMZEP,Bembidion zephyrum,6,Trechinae,Bembidiini,Bracteon,Fall,species,Bembidion,zephyrum,
CILLAT,Cillenus lateralis,#N/A,Trechinae,Bembidiini,,Samouelle,species,Cillenus,lateralis,
CILSP,Cillenus sp.,#N/A,Trechinae,Bembidiini,,Samouelle,genus,Cillenus,sp.,
ELAANC,Elaphropus anceps,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,anceps,
ELAANT,Elaphropus anthrax,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,anthrax,
ELABRE,Elaphropus brevis,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,brevis,
ELABRU,Elaphropus brunnicollis,6,Trechinae,Bembidiini,Barytachys,Motschulsky,species,Elaphropus,brunnicollis,
ELACAP,Elaphropus capax,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,capax,
ELACEY,Elaphropus ceylanicus,6,Trechinae,Bembidiini,Tachyura,Nietner,species,Elaphropus,ceylanicus,
ELACOC,Elaphropus cockerelli,6,Trechinae,Bembidiini,Barytachys,Fall,species,Elaphropus,cockerelli,
ELACON1,Elaphropus congener,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,congener,
ELACON2,Elaphropus conjugens,6,Trechinae,Bembidiini,Barytachys,Notman,species,Elaphropus,conjugens,
ELADOL,Elaphropus dolosus,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,dolosus,
ELAFAT,Elaphropus fatuus,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,fatuus,
ELAFER,Elaphropus ferrugineus,6,Trechinae,Bembidiini,Barytachys,Dejean,species,Elaphropus,ferrugineus,
ELAFUS,Elaphropus fuscicornis,6,Trechinae,Bembidiini,Barytachys,Chaudoir,species,Elaphropus,fuscicornis,
ELAGRA,Elaphropus granarius,6,Trechinae,Bembidiini,Barytachys,Dejean,species,Elaphropus,granarius,
ELAINC,Elaphropus incurvus,6,Trechinae,Bembidiini,Barytachys,Say,species,Elaphropus,incurvus,
ELALIE,Elaphropus liebecki,6,Trechinae,Bembidiini,Barytachys,Hayward,species,Elaphropus,liebecki,
ELALUT,Elaphropus luteus,6,Trechinae,Bembidiini,Tachyura,Andrewes,species,Elaphropus,luteus,
ELAMON,Elaphropus monticola,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,monticola,
ELANEB,Elaphropus nebulosus,6,Trechinae,Bembidiini,Barytachys,Chaudoir,species,Elaphropus,nebulosus,
ELAOBE,Elaphropus obesulus,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,obesulus,
ELAPAR,Elaphropus parvulus,6,Trechinae,Bembidiini,Tachyura,Dejean,species,Elaphropus,parvulus,
ELARAP,Elaphropus rapax,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,rapax,
ELAREN,Elaphropus renoicus,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,renoicus,
ELARUB,Elaphropus rubricauda,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,rubricauda,
ELASAT,Elaphropus saturatus,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,saturatus,
ELASEC,Elaphropus sectator,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,sectator,
ELASED,Elaphropus sedulus,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,sedulus,
ELASP4,Elaphropus (Barytachys) sp.,6,Trechinae,Bembidiini,Barytachys,Chaudoir,subgenus,Elaphropus,sp.,
ELASP5,Elaphropus (Tachyura) sp.,6,Trechinae,Bembidiini,Tachyura,Motschulsky,subgenus,Elaphropus,sp.,
ELASP7,Elaphropus sp.,6,Trechinae,Bembidiini,,Motschulsky,genus,Elaphropus,sp.,
ELATAH,Elaphropus tahoensis,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,tahoensis,
ELATRI,Elaphropus tripunctatus,6,Trechinae,Bembidiini,Barytachys,Say,species,Elaphropus,tripunctatus,
ELAVER,Elaphropus vernicatus,6,Trechinae,Bembidiini,Barytachys,Casey,species,Elaphropus,vernicatus,
ELAVIV,Elaphropus vivax,6,Trechinae,Bembidiini,Barytachys,LeConte,species,Elaphropus,vivax,
ELAXAN,Elaphropus xanthopus,6,Trechinae,Bembidiini,Barytachys,Dejean,species,Elaphropus,xanthopus,
GNABLA,Gnatholymnaeum blackburni,#N/A,Trechinae,Bembidiini,,Sharp,species,Gnatholymnaeum,blackburni,
GNASP,Gnatholymnaeum sp.,#N/A,Trechinae,Bembidiini,,Sharp,genus,Gnatholymnaeum,sp.,
HORSP,Horologion sp.,6,Trechinae,Bembidiini,,Valentine,genus,Horologion,sp.,
HORSPE,Horologion speokoites,6,Trechinae,Bembidiini,,Valentine,species,Horologion,speokoites,
LIOCAS,Lionepha casta,6,Trechinae,Bembidiini,,Casey,species,Lionepha,casta,
LIOCHI,Lionepha chintimini,6,Trechinae,Bembidiini,,Erwin and Kavanaugh,species,Lionepha,chintimini,
LIODIS,Lionepha disjuncta,6,Trechinae,Bembidiini,,Lindroth,species,Lionepha,disjuncta,
LIOERA,Lionepha erasa,6,Trechinae,Bembidiini,,LeConte,species,Lionepha,erasa,
LIOLIN,Lionepha lindrothellus,6,Trechinae,Bembidiini,,Erwin and Kavanaugh,species,Lionepha,lindrothellus,
LIOLUM,Lionepha lummi,6,Trechinae,Bembidiini,,Erwin and Kavanaugh,species,Lionepha,lummi,
LIOOSC,Lionepha osculans,6,Trechinae,Bembidiini,,Casey,species,Lionepha,osculans,
LIOPSE,Lionepha pseudoerasa,6,Trechinae,Bembidiini,,Lindroth,species,Lionepha,pseudoerasa,
LIOSEQ,Lionepha sequoiae,6,Trechinae,Bembidiini,,Lindroth,species,Lionepha,sequoiae,
LIOSP,Lionepha sp.,6,Trechinae,Bembidiini,,Casey,genus,Lionepha,sp.,
LYMSP,Lymnastis sp.,#N/A,Trechinae,Bembidiini,,Motschulsky,genus,Lymnastis,sp.,
LYMSWA,Lymnastis swaluwenbergi,#N/A,Trechinae,Bembidiini,,Jeannel,species,Lymnastis,swaluwenbergi,
MICAEN,Micratopus aenescens,6,Trechinae,Bembidiini,,LeConte,species,Micratopus,aenescens,
MICINS,Micratopus insularis,6,Trechinae,Bembidiini,,Darlington,species,Micratopus,insularis,
MICSP,Micratopus sp.,6,Trechinae,Bembidiini,,Casey,genus,Micratopus,sp.,
MIOFLA,Mioptachys flavicauda,6,Trechinae,Bembidiini,,Say,species,Mioptachys,flavicauda,
MIOSP,Mioptachys sp.,6,Trechinae,Bembidiini,,Bates,genus,Mioptachys,sp.,
PERDEN,Perileptus dentifer,#N/A,Trechinae,Bembidiini,,Darlington,species,Perileptus,dentifer,
PERELE,Pericompsus elegantulus,6,Trechinae,Bembidiini,Pericompsus,LaFerté-Sénectère,species,Pericompsus,elegantulus,
PEREPH,Pericompsus ephippiatus,6,Trechinae,Bembidiini,Pericompsus,Say,species,Pericompsus,ephippiatus,
PERLAE,Pericompsus laetulus,6,Trechinae,Bembidiini,Pericompsus,LeConte,species,Pericompsus,laetulus,
PERSEL,Pericompsus sellatus,6,Trechinae,Bembidiini,Pericompsus,LeConte,species,Pericompsus,sellatus,
PERSP,Pericompsus (Pericompsus) sp.,6,Trechinae,Bembidiini,Pericompsus,LeConte,subgenus,Pericompsus,sp.,
PERSP3,Perileptus sp.,#N/A,Trechinae,Bembidiini,,Schaum,genus,Perileptus,sp.,
PERSP4,Pericompsus sp.,6,Trechinae,Bembidiini,,LeConte,genus,Pericompsus,sp.,
PHRRIC,Phrypeus rickseckeri,6,Trechinae,Bembidiini,,Hayward,species,Phrypeus,rickseckeri,
PHRSP,Phrypeus sp.,6,Trechinae,Bembidiini,,Casey,genus,Phrypeus,sp.,
POLDIA,Polyderis diaphana,6,Trechinae,Bembidiini,,Casey,species,Polyderis,diaphana,
POLLAE,Polyderis laeva,6,Trechinae,Bembidiini,,Say,species,Polyderis,laeva,
POLRUF,Polyderis rufotestacea,6,Trechinae,Bembidiini,,Hayward,species,Polyderis,rufotestacea,
POLSP1,Polyderis sp.,6,Trechinae,Bembidiini,,Motschulsky,genus,Polyderis,sp.,
PORBIS,Porotachys bisulcatus,6,Trechinae,Bembidiini,,Nicolai,species,Porotachys,bisulcatus,
PORSP,Porotachys sp.,6,Trechinae,Bembidiini,,Netolitzky,genus,Porotachys,sp.,
SERDUN,Serranillus dunavani,6,Trechinae,Bembidiini,,Jeannel,species,Serranillus,dunavani,
SERJEA,Serranillus jeanneli,6,Trechinae,Bembidiini,,Barr,species,Serranillus,jeanneli,
SERSEP,Serranillus septentrionis,6,Trechinae,Bembidiini,,Sokolov and Carlton,species,Serranillus,septentrionis,
SERSP,Serranillus sp.,6,Trechinae,Bembidiini,,Barr,genus,Serranillus,sp.,
STYNAS,Stylulus nasutus,#N/A,Trechinae,Bembidiini,,Schaufuss,species,Stylulus,nasutus,
STYSP,Stylulus sp.,#N/A,Trechinae,Bembidiini,,Schaufuss,genus,Stylulus,sp.,
TACAEN,Tachys aeneipennis,6,Trechinae,Bembidiini,Paratachys,Motschulsky,species,Tachys,aeneipennis,
TACALB,Tachys albipes,6,Trechinae,Bembidiini,Paratachys,LeConte,species,Tachys,albipes,
TACANG,Tachyta angulata,6,Trechinae,Bembidiini,Tachyta,Casey,species,Tachyta,angulata,
TACARC,Tachys arcanicola,6,Trechinae,Bembidiini,Paratachys,Blackburn,species,Tachys,arcanicola,
TACATO,Tachys atomus,6,Trechinae,Bembidiini,Polyderis,Blackburn,species,Tachys,atomus,
TACAUS,Tachys austinicus,6,Trechinae,Bembidiini,Paratachys,Casey,species,Tachys,austinicus,
TACBRA,Tachys bradycellinus,6,Trechinae,Bembidiini,Tachys,Hayward,species,Tachys,bradycellinus,
TACBRY,Tachys bryanti,6,Trechinae,Bembidiini,Tachys,Lindroth,species,Tachys,bryanti,
TACCOL,Tachys columbiensis,6,Trechinae,Bembidiini,Paratachys,Hayward,species,Tachys,columbiensis,
TACCOR,Tachys corax,6,Trechinae,Bembidiini,Tachys,LeConte,species,Tachys,corax,
