taxonID,scientificName,Cabinet,subfamily,tribe,subgenus,author,taxonRank,genus,specificEpithet,infraspecificEpithet
APOSP,Apotominae sp.,#N/A,Apotominae,,,LeConte,subfamily,,sp.,
BRAAAB,Brachinus aabaaba,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,aabaaba,
BRAADU,Brachinus adustipennis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,adustipennis,
BRAAEG,Brachinus aeger,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,aeger,
BRAALE,Brachinus alexiguus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,alexiguus,
BRAALT,Brachinus alternans,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,alternans,
BRAAME,Brachinus americanus,6,Brachininae,Brachinini,Neobrachinus,LeConte,species,Brachinus,americanus,
BRAARB,Brachinus arboreus,6,Brachininae,Brachinini,Neobrachinus,Chevrolat,species,Brachinus,arboreus,
BRAAZU,Brachinus azureipennis,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,azureipennis,
BRABIL,Brachinus bilineatus,6,Brachininae,Brachinini,Neobrachinus,Laporte,species,Brachinus,bilineatus,
BRABRU,Brachinus brunneus,6,Brachininae,Brachinini,Neobrachinus,Castelnau,species,Brachinus,brunneus,
BRACAP,Brachinus capnicus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,capnicus,
BRACHA,Brachinus chalchihuitlicue,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,chalchihuitlicue,
BRACHI,Brachinus chirriador,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,chirriador,
BRACIB,Brachinus cibolensis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,cibolensis,
BRACIN,Brachinus cinctipennis,6,Brachininae,Brachinini,Neobrachinus,Chevrolat,species,Brachinus,cinctipennis,
BRACON,Brachinus consanguineus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,consanguineus,
BRACON1,Brachinus conformis,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,conformis,
BRACOR,Brachinus cordicollis,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,cordicollis,
BRACOS,Brachinus costipennis,6,Brachininae,Brachinini,Neobrachinus,Motschulsky,species,Brachinus,costipennis,
BRACYA1,Brachinus cyanipennis,6,Brachininae,Brachinini,Neobrachinus,Say,species,Brachinus,cyanipennis,
BRACYA2,Brachinus cyanochroaticus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,cyanochroaticus,
BRAELO,Brachinus elongatulus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,elongatulus,
BRAEXP,Brachinus explosus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,explosus,
BRAFAV,Brachinus favicollis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,favicollis,
BRAFUL,Brachinus fulminatus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,fulminatus,
BRAFUM,Brachinus fumans,6,Brachininae,Brachinini,Neobrachinus,Fabricius,species,Brachinus,fumans,
BRAGAL,Brachinus galactoderus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,galactoderus,
BRAGEB,Brachinus gebhardis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,gebhardis,
BRAGEN,Brachinus geniculatus,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,geniculatus,
BRAGRA,Brachinus grandis,6,Brachininae,Brachinini,Neobrachinus,Brullé,species,Brachinus,grandis,
BRAHIR,Brachinus hirsutus,6,Brachininae,Brachinini,Neobrachinus,Bates,species,Brachinus,hirsutus,
BRAICH,Brachinus ichabodopsis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,ichabodopsis,
BRAIMP1,Brachinus imperialensis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,imperialensis,
BRAIMP2,Brachinus imporcitis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,imporcitis,
BRAJAN,Brachinus janthinipennis,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,janthinipennis,
BRAJAV,Brachinus javalinopsis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,javalinopsis,
BRAKAN,Brachinus kansanus,6,Brachininae,Brachinini,Neobrachinus,LeConte,species,Brachinus,kansanus,
BRAKAV,Brachinus kavanaughi,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,kavanaughi,
BRALAT1,Brachinus lateralis,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,lateralis,
BRAMED,Brachinus medius,6,Brachininae,Brachinini,Neobrachinus,T.Harris,species,Brachinus,medius,
BRAMEL,Brachinus melanarthrus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,melanarthrus,
BRAMEX,Brachinus mexicanus,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,mexicanus,
BRAMIC,Brachinus microamericanus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,microamericanus,
BRAMOB,Brachinus mobilis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,mobilis,
BRANEG1,Brachinus neglectus,6,Brachininae,Brachinini,Neobrachinus,LeConte,species,Brachinus,neglectus,
BRAOAX,Brachinus oaxacensis,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,oaxacensis,
BRAOVI,Brachinus ovipennis,6,Brachininae,Brachinini,Neobrachinus,LeConte,species,Brachinus,ovipennis,
BRAOXY,Brachinus oxygonus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,oxygonus,
BRAPAL,Brachinus pallidus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,pallidus,
BRAPAT,Brachinus patruelis,6,Brachininae,Brachinini,Neobrachinus,LeConte,species,Brachinus,patruelis,
BRAPER,Brachinus perplexus,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,perplexus,
BRAPHA,Brachinus phaeocerus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,phaeocerus,
BRAPUB,Brachinus puberulus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,puberulus,
BRAQUA,Brachinus quadripennis,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,quadripennis,
BRARUG,Brachinus rugipennis,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,rugipennis,
BRASAL,Brachinus sallei,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,sallei,
BRASP10,Brachinini sp.,#N/A,Brachininae,Brachinini,,Bonelli,tribe,,sp.,
BRASP6,Brachinus (Neobrachinus) sp.,6,Brachininae,Brachinini,Neobrachinus,Erwin,subgenus,Brachinus,sp.,
BRASP8,Brachinus sp.,6,Brachininae,Brachinini,,Weber,genus,Brachinus,sp.,
BRASUB1,Brachinus sublaevis,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,sublaevis,
BRATEN,Brachinus tenuicollis,6,Brachininae,Brachinini,Neobrachinus,LeConte,species,Brachinus,tenuicollis,
BRATEX,Brachinus texanus,6,Brachininae,Brachinini,Neobrachinus,Chaudoir,species,Brachinus,texanus,
BRAVEL1,Brachinus velutinus,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,velutinus,
BRAVIR1,Brachinus viridipennis,6,Brachininae,Brachinini,Neobrachinus,Dejean,species,Brachinus,viridipennis,
BRAVUL,Brachinus vulcanoides,6,Brachininae,Brachinini,Neobrachinus,Erwin,species,Brachinus,vulcanoides,
BRASP11,Brachininae sp.,#N/A,Brachininae,,,Bonelli,subfamily,,sp.,
BROCEP,Broscus cephalotes,#N/A,Broscinae,Broscini,,Linnaeus,species,Broscus,cephalotes,
BROINS,Broscodera insignis,6,Broscinae,Broscini,,Mannerheim,species,Broscodera,insignis,
BROSP,Broscodera sp.,6,Broscinae,Broscini,,Lindroth,genus,Broscodera,sp.,
BROSP1,Broscus sp.,#N/A,Broscinae,Broscini,,Panzer,genus,Broscus,sp.,
BROSP2,Broscini sp.,#N/A,Broscinae,Broscini,,Hope,tribe,,sp.,
CRAMAR,Craspedonotus margellanicus,#N/A,Broscinae,Broscini,,Kraatz,species,Craspedonotus,margellanicus,
CRASP1,Craspedonotus sp.,#N/A,Broscinae,Broscini,,Schaum,genus,Craspedonotus,sp.,
MISARC,Miscodera arctica,#N/A,Broscinae,Broscini,,Paykull,species,Miscodera,arctica,
MISSP,Miscodera sp.,#N/A,Broscinae,Broscini,,Eschscholtz,genus,Miscodera,sp.,
ZACMAT,Zacotus matthewsii,6,Broscinae,Broscini,,LeConte,species,Zacotus,matthewsii,
ZACSP,Zacotus sp.,6,Broscinae,Broscini,,LeConte,genus,Zacotus,sp.,
BROSP3,Broscinae sp.,#N/A,Broscinae,,,Hope,subfamily,,sp.,
CALAFF1,Calosoma affine,2,Carabinae,Carabini,Chrysostigma,Chaudoir,species,Calosoma,affine,
CALANG,Calosoma angulatum,2,Carabinae,Carabini,Carabosoma,Chevrolat,species,Calosoma,angulatum,
CALAUR,Calosoma aurocinctum,2,Carabinae,Carabini,Calodrepa,Chaudoir,species,Calosoma,aurocinctum,
CALBLA3,Calosoma blaptoides blaptoides,2,Carabinae,Carabini,Calopachys,Putzeys,subspecies,Calosoma,blaptoides,blaptoides
CALCAL,Calosoma calidum,2,Carabinae,Carabini,Chrysostigma,Fabricius,species,Calosoma,calidum,
CALCAN1,Calosoma cancellatum,2,Carabinae,Carabini,Chrysostigma,Eschscholtz,species,Calosoma,cancellatum,
CALDAW,Calosoma dawsoni,2,Carabinae,Carabini,Callistenia,Dajoz,species,Calosoma,dawsoni,
CALDIE1,Calosoma dietzii,2,Carabinae,Carabini,Callistenia,Schaeffer,species,Calosoma,dietzii,
CALDIS1,Calosoma discors,2,Carabinae,Carabini,Callistenia,LeConte,species,Calosoma,discors,
CALERE,Calosoma eremicola,2,Carabinae,Carabini,Carabosoma,Fall,species,Calosoma,eremicola,
CALEXT,Calosoma externum,2,Carabinae,Carabini,Callitropa,Say,species,Calosoma,externum,
CALFRI,Calosoma frigidum,2,Carabinae,Carabini,Calosoma,Kirby,species,Calosoma,frigidum,
CALHAY,Calosoma haydeni,2,Carabinae,Carabini,Blaptosoma,Horn,species,Calosoma,haydeni,
CALHAY1,Calosoma haydeni haydeni,2,Carabinae,Carabini,Blaptosoma,Horn,subspecies,Calosoma,haydeni,haydeni
CALHAY2,Calosoma haydeni punctulicolle,2,Carabinae,Carabini,Blaptosoma,Bates,subspecies,Calosoma,haydeni,punctulicolle
CALLAR1,Calosoma lariversi,2,Carabinae,Carabini,Callistenia,Van Dyke,species,Calosoma,lariversi,
CALLAT1,Calosoma latipenne,2,Carabinae,Carabini,Callistenia,Horn,species,Calosoma,latipenne,
CALLEP1,Calosoma lepidum,2,Carabinae,Carabini,Chrysostigma,LeConte,species,Calosoma,lepidum,
CALLUX1,Calosoma luxatum,2,Carabinae,Carabini,Callistenia,Say,species,Calosoma,luxatum,
CALMAC,Calosoma macrum,2,Carabinae,Carabini,Callitropa,LeConte,species,Calosoma,macrum,
CALMAR,Calosoma marginale,2,Carabinae,Carabini,Camegonia,Casey,species,Calosoma,marginale,
CALMON,Calosoma moniliatum,2,Carabinae,Carabini,Callistenia,LeConte,species,Calosoma,moniliatum,
CALMON3,Calosoma monticola,2,Carabinae,Carabini,Callistenia,Casey,species,Calosoma,monticola,
CALMOR1,Calosoma morrisonii,2,Carabinae,Carabini,Chrysostigma,Horn,species,Calosoma,morrisonii,
CALOBS1,Calosoma obsoletum,2,Carabinae,Carabini,Chrysostigma,Say,species,Calosoma,obsoletum,
CALORE1,Calosoma oregonum,2,Carabinae,Carabini,Callistenia,Gidaspow,species,Calosoma,oregonum,
CALPAL,Calosoma palmeri,2,Carabinae,Carabini,Callitropa,Horn,species,Calosoma,palmeri,
CALPAR,Calosoma parvicolle,2,Carabinae,Carabini,Camegonia,Fall,species,Calosoma,parvicolle,
CALPER2,Calosoma peregrinator,2,Carabinae,Carabini,Carabosoma,Guerin-Meneville,species,Calosoma,peregrinator,
CALPLA,Calosoma placerum,2,Carabinae,Carabini,Callistenia,Gidaspow,species,Calosoma,placerum,
CALPRO1,Calosoma prominens,2,Carabinae,Carabini,Camegonia,LeConte,species,Calosoma,prominens,
CALPRO2,Calosoma protractum,2,Carabinae,Carabini,Callitropa,LeConte,species,Calosoma,protractum,
CALSAY,Calosoma sayi,2,Carabinae,Carabini,Castrida,Dejean,species,Calosoma,sayi,
CALSCH,Calosoma schaefferi,2,Carabinae,Carabini,Callistenia,Breuning,species,Calosoma,schaefferi,
CALSCR,Calosoma scrutator,2,Carabinae,Carabini,Calodrepa,Fabricius,species,Calosoma,scrutator,
CALSEM,Calosoma semilaeve,2,Carabinae,Carabini,Chrysostigma,LeConte,species,Calosoma,semilaeve,
CALSIM,Calosoma simplex,2,Carabinae,Carabini,Chrysostigma,LeConte,species,Calosoma,simplex,
CALSP,Calosoma (Blaptosoma) sp.,2,Carabinae,Carabini,Blaptosoma,Géhin,subgenus,Calosoma,sp.,
CALSP1,Calosoma (Callitropa) sp.,2,Carabinae,Carabini,Callitropa,Motschulsky,subgenus,Calosoma,sp.,
CALSP16,Calosoma sp.,2,Carabinae,Carabini,,Weber,genus,Calosoma,sp.,
CALSP2,Calosoma (Calosoma) sp.,2,Carabinae,Carabini,Calosoma,Weber,subgenus,Calosoma,sp.,
CALSP3,Calosoma (Carabosoma) sp.,2,Carabinae,Carabini,Carabosoma,Géhin,subgenus,Calosoma,sp.,
CALSP4,Calosoma (Castrida) sp.,2,Carabinae,Carabini,Castrida,Motschulsky,subgenus,Calosoma,sp.,
CALSP5,Calosoma (Calodrepa) sp.,2,Carabinae,Carabini,Calodrepa,Motschulsky,subgenus,Calosoma,sp.,
CALSP6,Calosoma (Camegonia) sp.,2,Carabinae,Carabini,Camegonia,Lapouge,subgenus,Calosoma,sp.,
CALSP7,Calosoma (Chrysostigma) sp.,2,Carabinae,Carabini,Chrysostigma,Kirby,subgenus,Calosoma,sp.,
CALSP8,Calosoma (Callistenia) sp.,2,Carabinae,Carabini,Callistenia,Lapouge,subgenus,Calosoma,sp.,
CALSP9,Calosoma (Calopachys) sp.,2,Carabinae,Carabini,Calopachys,Haury,subgenus,Calosoma,sp.,
CALSPL,Calosoma splendidum,2,Carabinae,Carabini,Calodrepa,Dejean,species,Calosoma,splendidum,
CALSPO,Calosoma sponsa,2,Carabinae,Carabini,Carabosoma,Casey,species,Calosoma,sponsa,
CALSUB,Calosoma subaeneum,2,Carabinae,Carabini,Callistenia,Chaudoir,species,Calosoma,subaeneum,
CALSUB3,Calosoma subasperatum,2,Carabinae,Carabini,Callistenia,Schaeffer,species,Calosoma,subasperatum,
CALSYC,Calosoma sycophanta,2,Carabinae,Carabini,Calosoma,Linnaeus,species,Calosoma,sycophanta,
CALTEP1,Calosoma tepidum,2,Carabinae,Carabini,Chrysostigma,LeConte,species,Calosoma,tepidum,
CALWIL,Calosoma wilkesii,2,Carabinae,Carabini,Callistenia,LeConte,species,Calosoma,wilkesii,
CALWIL2,Calosoma wilcoxi,2,Carabinae,Carabini,Calodrepa,LeConte,species,Calosoma,wilcoxi,
CARAUR,Carabus auratus auratus,"2,3",Carabinae,Carabini,Tachypus,Linnaeus,subspecies,Carabus,auratus,auratus
CARAUR1,Carabus auratus,"2,3",Carabinae,Carabini,Tachypus,Linnaeus,species,Carabus,auratus,
CARBAS,Carabus basilicus,"2,3",Carabinae,Carabini,,Chevrolat,species,Carabus,basilicus,
CARBLA,Carabus blaptoides blaptoides,"2,3",Carabinae,Carabini,Damaster,Kollar,subspecies,Carabus,blaptoides,blaptoides
CARBLA1,Carabus blaptoides,"2,3",Carabinae,Carabini,Damaster,Kollar,species,Carabus,blaptoides,
CARBLA2,Carabus blaptoides rugipennis,"2,3",Carabinae,Carabini,Damaster,Motschulsky,subspecies,Carabus,blaptoides,rugipennis
CARCAN,Carabus cancellatus,"2,3",Carabinae,Carabini,Tachypus,Illiger,species,Carabus,cancellatus,
CARCHA,Carabus chamissonis,"2,3",Carabinae,Carabini,Diocarabus,Fischer von Waldheim,species,Carabus,chamissonis,
CARFIN,Carabus finitimus,"2,3",Carabinae,Carabini,Tanaocarabus,Haldeman,species,Carabus,finitimus,
CARFOR,Carabus forreri forreri,"2,3",Carabinae,Carabini,Tanaocarabus,Bates,subspecies,Carabus,forreri,forreri
CARFOR1,Carabus forreri,"2,3",Carabinae,Carabini,Tanaocarabus,Bates,species,Carabus,forreri,
CARFOR2,Carabus forreri willi,"2,3",Carabinae,Carabini,Tanaocarabus,Deuve,subspecies,Carabus,forreri,willi
CARGOR,Carabus goryi,"2,3",Carabinae,Carabini,Carabus,Dejean,species,Carabus,goryi,
CARGRA,Carabus granulatus granulatus,"2,3",Carabinae,Carabini,Carabus,Linnaeus,subspecies,Carabus,granulatus,granulatus
CARGRA1,Carabus granulatus,"2,3",Carabinae,Carabini,Carabus,Linnaeus,species,Carabus,granulatus,
CARMAE,Carabus maeander maeander,"2,3",Carabinae,Carabini,Homoeocarabus,Fischer von Waldheim,subspecies,Carabus,maeander,maeander
CARMAE1,Carabus maeander,"2,3",Carabinae,Carabini,Homoeocarabus,Fischer von Waldheim,species,Carabus,maeander,
CARNEM,Carabus nemoralis nemoralis,"2,3",Carabinae,Carabini,Archicarabus,Mueller,subspecies,Carabus,nemoralis,nemoralis
CARNEM1,Carabus nemoralis,"2,3",Carabinae,Carabini,Archicarabus,Müller,species,Carabus,nemoralis,
CARSER,Carabus serratus,"2,3",Carabinae,Carabini,Hemicarabus,Say,species,Carabus,serratus,
CARSP,Carabus (Archicarabus) sp.,"2,3",Carabinae,Carabini,Archicarabus,Seidlitz,subgenus,Carabus,sp.,
CARSP1,Carabus (Aulonocarabus) sp.,"2,3",Carabinae,Carabini,Aulonocarabus,Reitter,subgenus,Carabus,sp.,
CARSP10,Carabus (Tanaocarabus) sp.,"2,3",Carabinae,Carabini,Tanaocarabus,Reitter,subgenus,Carabus,sp.,
CARSP11,Carabus sp.,"2,3",Carabinae,Carabini,,Linnaeus,genus,Carabus,sp.,
CARSP12,Carabini sp.,#N/A,Carabinae,Carabini,,Latreille,tribe,,sp.,
CARSP2,Carabus (Carabus) sp.,"2,3",Carabinae,Carabini,Carabus,Linnaeus,subgenus,Carabus,sp.,
CARSP3,Carabus (Damaster) sp.,"2,3",Carabinae,Carabini,Damaster,Kollar,subgenus,Carabus,sp.,
CARSP4,Carabus (Diocarabus) sp.,"2,3",Carabinae,Carabini,Diocarabus,Reitter,subgenus,Carabus,sp.,
CARSP5,Carabus (Hemicarabus) sp.,"2,3",Carabinae,Carabini,Hemicarabus,Géhin,subgenus,Carabus,sp.,
CARSP6,Carabus (Homoeocarabus) sp.,"2,3",Carabinae,Carabini,Homoeocarabus,Reitter,subgenus,Carabus,sp.,
CARSP7,Carabus (Megodontus) sp.,"2,3",Carabinae,Carabini,Megodontus,Solier,subgenus,Carabus,sp.,
CARSP8,Carabus (Oreocarabus) sp.,"2,3",Carabinae,Carabini,Oreocarabus,Géhin,subgenus,Carabus,sp.,
CARSP9,Carabus (Tachypus) sp.,"2,3",Carabinae,Carabini,Tachypus,Weber,subgenus,Carabus,sp.,
CARSYL,Carabus sylvosus,"2,3",Carabinae,Carabini,Tanaocarabus,Say,species,Carabus,sylvosus,
CARTAE,Carabus taedatus,"2,3",Carabinae,Carabini,Tanaocarabus,Fabricius,species,Carabus,taedatus,
CARTAE1,Carabus taedatus agassii,"2,3",Carabinae,Carabini,Tanaocarabus,LeConte,subspecies,Carabus,taedatus,agassii
CARTAE2,Carabus taedatus taedatus,"2,3",Carabinae,Carabini,Tanaocarabus,Fabricius,subspecies,Carabus,taedatus,taedatus
CARTAE3,Carabus taedatus bicanaliceps,"2,3",Carabinae,Carabini,Tanaocarabus,Casey,subspecies,Carabus,taedatus,bicanaliceps
CARTAE4,Carabus taedatus rainieri,"2,3",Carabinae,Carabini,Tanaocarabus,Van Dyke,subspecies,Carabus,taedatus,rainieri
CARTRU,Carabus truncaticollis truncaticollis,"2,3",Carabinae,Carabini,Aulonocarabus,Eschscholtz,subspecies,Carabus,truncaticollis,truncaticollis
CARTRU1,Carabus truncaticollis,"2,3",Carabinae,Carabini,Aulonocarabus,Eschscholtz,species,Carabus,truncaticollis,
CARVIE,Carabus vietinghoffii vietinghoffii,"2,3",Carabinae,Carabini,Megodontus,Adams,subspecies,Carabus,vietinghoffii,vietinghoffii
CARVIE1,Carabus vietinghoffii,"2,3",Carabinae,Carabini,Megodontus,Adams,species,Carabus,vietinghoffii,
CARVIN,Carabus vinctus,"2,3",Carabinae,Carabini,Carabus,Weber,species,Carabus,vinctus,
CYCHEM,Cychrus hemphillii,3,Carabinae,Cychrini,,Horn,species,Cychrus,hemphillii,
CYCHEM1,Cychrus hemphillii hemphillii,3,Carabinae,Cychrini,,Horn,subspecies,Cychrus,hemphillii,hemphillii
CYCHEM2,Cychrus hemphillii rickseckeri,3,Carabinae,Cychrini,,LeConte,subspecies,Cychrus,hemphillii,rickseckeri
CYCSP2,Cychrus sp.,3,Carabinae,Cychrini,,Fabricius,genus,Cychrus,sp.,
CYCSP4,Cychrini sp.,#N/A,Carabinae,Cychrini,,Perty,tribe,,sp.,
CYCTUB,Cychrus tuberculatus,3,Carabinae,Cychrini,,T.Harris,species,Cychrus,tuberculatus,
SCAAEN,Scaphinotus aeneicollis,3,Carabinae,Cychrini,Steniridia,Beutenmueller,species,Scaphinotus,aeneicollis,
SCAAND1,Scaphinotus andrewsii amplicollis,3,Carabinae,Cychrini,Steniridia,Casey,subspecies,Scaphinotus,andrewsii,amplicollis
SCAAND11,Scaphinotus andrewsii,3,Carabinae,Cychrini,Steniridia,Harris,species,Scaphinotus,andrewsii,
SCAAND2,Scaphinotus andrewsii waldensius,3,Carabinae,Cychrini,Steniridia,Valentine,subspecies,Scaphinotus,andrewsii,waldensius
SCAAND3,Scaphinotus andrewsii andrewsii,3,Carabinae,Cychrini,Steniridia,T.Harris,subspecies,Scaphinotus,andrewsii,andrewsii
SCAAND4,Scaphinotus andrewsii darlingtoni,3,Carabinae,Cychrini,Steniridia,Valentine,subspecies,Scaphinotus,andrewsii,darlingtoni
SCAAND5,Scaphinotus andrewsii germari,3,Carabinae,Cychrini,Steniridia,Chaudoir,subspecies,Scaphinotus,andrewsii,germari
SCAAND6,Scaphinotus andrewsii mutabilis,3,Carabinae,Cychrini,Steniridia,Casey,subspecies,Scaphinotus,andrewsii,mutabilis
SCAAND7,Scaphinotus andrewsii parvitarsalis,3,Carabinae,Cychrini,Steniridia,Valentine,subspecies,Scaphinotus,andrewsii,parvitarsalis
SCAANG1,Scaphinotus angulatus,3,Carabinae,Cychrini,Neocychrus,T.Harris,species,Scaphinotus,angulatus,
SCAANG2,Scaphinotus angusticollis,3,Carabinae,Cychrini,Stenocantharus,Fischer von Waldheim,species,Scaphinotus,angusticollis,
SCABEH,Scaphinotus behrensi,3,Carabinae,Cychrini,Neocychrus,Roeschke,species,Scaphinotus,behrensi,
SCABIL,Scaphinotus bilobus,3,Carabinae,Cychrini,Nomaretus,Say,species,Scaphinotus,bilobus,
SCABUL,Scaphinotus bullatus,3,Carabinae,Cychrini,Brennus,Van Dyke,species,Scaphinotus,bullatus,
SCACAV,Scaphinotus cavicollis,3,Carabinae,Cychrini,Nomaretus,LeConte,species,Scaphinotus,cavicollis,
SCACOR,Scaphinotus cordatus,3,Carabinae,Cychrini,Brennus,LeConte,species,Scaphinotus,cordatus,
SCACRE,Scaphinotus crenatus,3,Carabinae,Cychrini,Brennus,Motschulsky,species,Scaphinotus,crenatus,
SCACRI,Scaphinotus cristatus,3,Carabinae,Cychrini,Brennus,T.Harris,species,Scaphinotus,cristatus,
SCADEB,Scaphinotus debilis,3,Carabinae,Cychrini,Maronetus,LeConte,species,Scaphinotus,debilis,
SCADEB1,Scaphinotus debilis alpinus,3,Carabinae,Cychrini,Maronetus,Beutenmueller,subspecies,Scaphinotus,debilis,alpinus
SCADEB2,Scaphinotus debilis debilis,3,Carabinae,Cychrini,Maronetus,LeConte,subspecies,Scaphinotus,debilis,debilis
SCAELE,Scaphinotus elevatus,3,Carabinae,Cychrini,Scaphinotus,Fabricius,species,Scaphinotus,elevatus,
SCAELE1,Scaphinotus elevatus coloradensis,3,Carabinae,Cychrini,Scaphinotus,Van Dyke,subspecies,Scaphinotus,elevatus,coloradensis
SCAELE2,Scaphinotus elevatus elevatus,3,Carabinae,Cychrini,Scaphinotus,Fabricius,subspecies,Scaphinotus,elevatus,elevatus
SCAELE3,Scaphinotus elevatus flammeus,3,Carabinae,Cychrini,Scaphinotus,Haldeman,subspecies,Scaphinotus,elevatus,flammeus
SCAELE4,Scaphinotus elevatus lengi,3,Carabinae,Cychrini,Scaphinotus,Van Dyke,subspecies,Scaphinotus,elevatus,lengi
SCAELE5,Scaphinotus elevatus neomexicanus,3,Carabinae,Cychrini,Scaphinotus,Van Dyke,subspecies,Scaphinotus,elevatus,neomexicanus
SCAELE6,Scaphinotus elevatus tenebricosus,3,Carabinae,Cychrini,Scaphinotus,Roeschke,subspecies,Scaphinotus,elevatus,tenebricosus
SCAFIS,Scaphinotus fissicollis,3,Carabinae,Cychrini,Nomaretus,LeConte,species,Scaphinotus,fissicollis,
SCAGUY,Scaphinotus guyotii,3,Carabinae,Cychrini,Steniridia,LeConte,species,Scaphinotus,guyotii,
SCAHAT,Scaphinotus hatchi,3,Carabinae,Cychrini,Stenocantharus,Beer,species,Scaphinotus,hatchi,
SCAHOF,Scaphinotus hoffmani,3,Carabinae,Cychrini,Maronetus,Barr,species,Scaphinotus,hoffmani,
SCAHUB,Scaphinotus hubbardi,3,Carabinae,Cychrini,Maronetus,Schwarz,species,Scaphinotus,hubbardi,
SCAIMP,Scaphinotus imperfectus,3,Carabinae,Cychrini,Maronetus,Horn,species,Scaphinotus,imperfectus,
SCAINC,Scaphinotus incompletus,3,Carabinae,Cychrini,Maronetus,Schwarz,species,Scaphinotus,incompletus,
SCAINF,Scaphinotus infletus,3,Carabinae,Cychrini,Nomaretus,Allen and Carlton,species,Scaphinotus,infletus,
SCAINT,Scaphinotus interruptus,3,Carabinae,Cychrini,Brennus,Menetries,species,Scaphinotus,interruptus,
SCAIRR,Scaphinotus irregularis,3,Carabinae,Cychrini,Irichroa,Beutenmueller,species,Scaphinotus,irregularis,
SCAJOH,Scaphinotus johnsoni,3,Carabinae,Cychrini,Stenocantharus,Van Dyke,species,Scaphinotus,johnsoni,
SCAKEL,Scaphinotus kelloggi,3,Carabinae,Cychrini,Scaphinotus,Dury,species,Scaphinotus,kelloggi,
SCALIE,Scaphinotus liebecki,3,Carabinae,Cychrini,Nomaretus,Van Dyke,species,Scaphinotus,liebecki,
SCALOD,Scaphinotus lodingi,3,Carabinae,Cychrini,Steniridia,Valentine,species,Scaphinotus,lodingi,
SCALOD1,Scaphinotus lodingi lodingi,3,Carabinae,Cychrini,Steniridia,Valentine,subspecies,Scaphinotus,lodingi,lodingi
SCALOD2,Scaphinotus lodingi obscurus,3,Carabinae,Cychrini,Steniridia,Valentine,subspecies,Scaphinotus,lodingi,obscurus
SCALON,Scaphinotus longiceps,3,Carabinae,Cychrini,Neocychrus,Van Dyke,species,Scaphinotus,longiceps,
SCAMAN,Scaphinotus mannii,3,Carabinae,Cychrini,Pseudonomaretus,Wickham,species,Scaphinotus,mannii,
